Game Name,Game Name, Platform,Sales in Europe(millions),Sales in Japan(millions),Sales in North America(millions),Sales in the rest world(millions),Total Worldwide Sales(millions)
Tetrisphere,Game: Tetrisphere, Platform: N64,0.06,0,0.29,0,0.36
Magical Tetris Challenge,Game: Magical Tetris Challenge, Platform: N64,0.02,0.05,0.13,0,0.2
Puyo Puyo Sun 64,Game: Puyo Puyo Sun 64, Platform: N64,0,0.16,0,0.03,0.19
Bomberman 64,Game: Bomberman 64, Platform: N64,0.2,0.31,0.5,0.03,1.04
Bust-A-Move '99,Game: Bust-A-Move '99, Platform: N64,0.01,0,0.05,0,0.06
Wetrix,Game: Wetrix, Platform: N64,0.02,0,0.06,0,0.08
The New Tetris,Game: The New Tetris, Platform: N64,0.05,0.02,0.22,0,0.29
Rat Attack!,Game: Rat Attack!, Platform: N64,0,0,0.02,0,0.02
Ms. Pac-Man: Maze Madness,Game: Ms. Pac-Man: Maze Madness, Platform: N64,0.04,0,0.18,0,0.22
Pokemon Puzzle League,Game: Pokemon Puzzle League, Platform: N64,0.08,0,0.36,0.01,0.45
Dr. Mario 64,Game: Dr. Mario 64, Platform: N64,0.07,0,0.34,0,0.42
Lode Runner,Game: Lode Runner, Platform: NES,0,1.1,0,0,1.1
Clu Clu Land,Game: Clu Clu Land, Platform: NES,0.1,0.28,0.42,0.02,0.82
Pac-Man,Game: Pac-Man, Platform: NES,0.08,0.85,0.27,0.02,1.22
Dig Dug,Game: Dig Dug, Platform: NES,0,0.41,0,0,0.41
Bomberman,Game: Bomberman, Platform: NES,0,0.85,0.18,0,1.03
Gyromite,Game: Gyromite, Platform: NES,0.16,0.4,0.73,0.03,1.32
Adventures of Lolo,Game: Adventures of Lolo, Platform: NES,0,0,0.06,0,0.06
Tetris 2 + Bombliss,Game: Tetris 2 + Bombliss, Platform: NES,0,0.32,0,0,0.32
Yoshi,Game: Yoshi, Platform: NES,0.13,0.91,0.7,0.01,1.75
Bomberman II,Game: Bomberman II, Platform: NES,0.03,0.15,0.16,0.1,0.44
Yoshi's Cookie,Game: Yoshi's Cookie, Platform: NES,0.06,0.63,0.41,0.02,1.12
Tetris 2,Game: Tetris 2, Platform: NES,0.13,0.21,0.62,0.02,0.98
Bookworm Deluxe,Game: Bookworm Deluxe, Platform: PC,0,0,0.01,0,0.01
Bejeweled 2 Deluxe,Game: Bejeweled 2 Deluxe, Platform: PC,0.02,0,0,0,0.02
Jewel Quest II,Game: Jewel Quest II, Platform: PC,0.01,0,0,0,0.01
Mystery Case Files: Ravenhearst,Game: Mystery Case Files: Ravenhearst, Platform: PC,0.02,0,0.01,0.01,0.03
Peggle Nights,Game: Peggle Nights, Platform: PC,0.01,0,0,0,0.02
World of Goo,Game: World of Goo, Platform: PC,0.03,0,0,0.01,0.04
Bejeweled Twist,Game: Bejeweled Twist, Platform: PC,0.04,0,0.01,0.01,0.05
Brain Exercise With Dr. Kawashima,Game: Brain Exercise With Dr. Kawashima, Platform: PC,0.01,0,0,0,0.01
The Dark Hills of Cherai,Game: The Dark Hills of Cherai, Platform: PC,0.01,0,0,0,0.02
4 Elements,Game: 4 Elements, Platform: PC,0.04,0,0,0.01,0.05
Bejeweled Blitz,Game: Bejeweled Blitz, Platform: PC,0.01,0,0,0,0.02
Fishdom 2 Deluxe,Game: Fishdom 2 Deluxe, Platform: PC,0.02,0,0,0.01,0.02
Bejeweled 3,Game: Bejeweled 3, Platform: PC,0.05,0,0.02,0.01,0.08
The Treasures of Mystery Island 3 Pack - Save Mystery Island!,Game: The Treasures of Mystery Island 3 Pack - Save Mystery Island!, Platform: PC,0,0,0.01,0,0.01
Escape the Emerald Star,Game: Escape the Emerald Star, Platform: PC,0,0,0.02,0,0.02
Dark Parables: The Exiled Prince,Game: Dark Parables: The Exiled Prince, Platform: PC,0.01,0,0,0,0.01
Atlantic Quest,Game: Atlantic Quest, Platform: PC,0.02,0,0,0,0.02
Puppet Show 3: Lost Town,Game: Puppet Show 3: Lost Town, Platform: PC,0.02,0,0,0,0.02
Mystery Trackers: The Void,Game: Mystery Trackers: The Void, Platform: PC,0.02,0,0,0.01,0.03
Sacra Terra: Angelic Night,Game: Sacra Terra: Angelic Night, Platform: PC,0.02,0,0.01,0.01,0.03
Jewel Master: Cradle Of Rome 2,Game: Jewel Master: Cradle Of Rome 2, Platform: PC,0.04,0,0,0.01,0.04
Angry Birds: Rio,Game: Angry Birds: Rio, Platform: PC,0.07,0,0,0.02,0.09
Angry Birds,Game: Angry Birds, Platform: PC,0.18,0,0,0.05,0.24
Mystery Legends: Beauty and the Beast,Game: Mystery Legends: Beauty and the Beast, Platform: PC,0.01,0,0,0,0.01
Dark Tales: Edgar Allan Poe's The Premature Burial,Game: Dark Tales: Edgar Allan Poe's The Premature Burial, Platform: PC,0.02,0,0,0,0.02
Zoop,Game: Zoop, Platform: PS,0.02,0,0.03,0,0.05
3D Lemmings,Game: 3D Lemmings, Platform: PS,0.02,0,0.03,0,0.06
Bubble Bobble also featuring Rainbow Islands,Game: Bubble Bobble also featuring Rainbow Islands, Platform: PS,0.02,0,0.04,0,0.06
Bust-A-Move 2 Arcade Edition,Game: Bust-A-Move 2 Arcade Edition, Platform: PS,0.07,0,0.11,0.01,0.2
Super Puzzle Fighter II Turbo,Game: Super Puzzle Fighter II Turbo, Platform: PS,0.05,0,0.08,0.01,0.14
Tokimeki Memorial: Taisen Pazurudama,Game: Tokimeki Memorial: Taisen Pazurudama, Platform: PS,0,0.09,0,0.01,0.1
Puzzle Star Sweep,Game: Puzzle Star Sweep, Platform: PS,0.01,0,0.01,0,0.02
Buster Bros. Collection,Game: Buster Bros. Collection, Platform: PS,0.03,0,0.04,0,0.07
Bust-A-Move '99,Game: Bust-A-Move '99, Platform: PS,0.12,0,0.18,0.02,0.32
Intelligent Qube,Game: Intelligent Qube, Platform: PS,0.07,1,0.13,0.02,1.22
Puyo Puyo Sun Ketteiban,Game: Puyo Puyo Sun Ketteiban, Platform: PS,0,1.07,0,0.07,1.15
Shanghai: True Valor,Game: Shanghai: True Valor, Platform: PS,0.01,0,0.01,0,0.02
Roll Away,Game: Roll Away, Platform: PS,0.03,0,0.04,0,0.07
Hello Kitty's Cube Frenzy,Game: Hello Kitty's Cube Frenzy, Platform: PS,0.03,0,0.05,0.01,0.09
Bomberman Party Edition,Game: Bomberman Party Edition, Platform: PS,0.05,0,0.07,0.01,0.12
Bust-A-Move 4,Game: Bust-A-Move 4, Platform: PS,0.08,0,0.12,0.01,0.22
Bomberman World,Game: Bomberman World, Platform: PS,0.04,0.22,0.06,0.02,0.33
Kurushi Final: Mental Blocks,Game: Kurushi Final: Mental Blocks, Platform: PS,0,0.32,0,0.02,0.34
The Next Tetris,Game: The Next Tetris, Platform: PS,0.31,0,0.45,0.05,0.81
Pong: The Next Level,Game: Pong: The Next Level, Platform: PS,0.38,0,0.56,0.07,1.01
Devil Dice,Game: Devil Dice, Platform: PS,0.03,1.1,0.05,0.08,1.26
Ballistic,Game: Ballistic, Platform: PS,0.01,0,0.02,0,0.04
Mr. Driller,Game: Mr. Driller, Platform: PS,0.01,0,0.02,0,0.04
Rat Attack!,Game: Rat Attack!, Platform: PS,0.02,0,0.03,0,0.04
Breakout,Game: Breakout, Platform: PS,0.04,0,0.06,0.01,0.11
Q*bert,Game: Q*bert, Platform: PS,0.32,0,0.46,0.05,0.84
Crossroad Crisis,Game: Crossroad Crisis, Platform: PS,0,0,0.01,0,0.01
Spin Jam,Game: Spin Jam, Platform: PS,0.12,0,0.17,0.02,0.31
Ms. Pac-Man Maze Madness,Game: Ms. Pac-Man Maze Madness, Platform: PS,0.17,0,0.25,0.03,0.44
Inspector Gadget: Gadget's Crazy Maze,Game: Inspector Gadget: Gadget's Crazy Maze, Platform: PS,0.02,0,0.03,0,0.05
Pipe Dreams 3D,Game: Pipe Dreams 3D, Platform: PS,0.05,0,0.08,0.01,0.14
I.Q. Remix+: Intelligent Qube,Game: I.Q. Remix+: Intelligent Qube, Platform: PS2,0,0.04,0,0,0.04
Aqua Aqua,Game: Aqua Aqua, Platform: PS2,0.04,0,0.05,0.01,0.11
The Adventures of Cookie & Cream,Game: The Adventures of Cookie & Cream, Platform: PS2,0.07,0,0.09,0.02,0.18
Super Bust-A-Move,Game: Super Bust-A-Move, Platform: PS2,0.13,0,0.17,0.04,0.34
Fantavision,Game: Fantavision, Platform: PS2,0.11,0.19,0.14,0.04,0.47
Egg Mania: Eggstreme Madness,Game: Egg Mania: Eggstreme Madness, Platform: PS2,0.01,0,0.02,0,0.03
Bust-A-Bloc,Game: Bust-A-Bloc, Platform: PS2,0,0.05,0,0,0.05
Bombastic,Game: Bombastic, Platform: PS2,0.02,0,0.03,0.01,0.05
Mojo!,Game: Mojo!, Platform: PS2,0.05,0,0.07,0.02,0.14
Katamari Damacy,Game: Katamari Damacy, Platform: PS2,0.02,0.17,0.47,0.08,0.73
We Love Katamari,Game: We Love Katamari, Platform: PS2,0.2,0,0.26,0.07,0.52
Puzzle Challenge: Crosswords and More!,Game: Puzzle Challenge: Crosswords and More!, Platform: PS2,0.01,0,0.01,0,0.02
Carol Vorderman's Sudoku,Game: Carol Vorderman's Sudoku, Platform: PS2,0.23,0,0,0.05,0.28
Puzzle Quest: Challenge of the Warlords,Game: Puzzle Quest: Challenge of the Warlords, Platform: PS2,0.05,0,0.06,0.02,0.12
Cake Mania: Baker's Challenge,Game: Cake Mania: Baker's Challenge, Platform: PS2,0.01,0,0.01,0,0.03
Pipe Mania,Game: Pipe Mania, Platform: PS2,0.05,0,0.07,0.02,0.14
Hasbro Family Game Night,Game: Hasbro Family Game Night, Platform: PS2,0.22,0,0.28,0.07,0.57
Bejeweled 3,Game: Bejeweled 3, Platform: PS3,0,0,0.13,0.01,0.14
Katamari Forever,Game: Katamari Forever, Platform: PS3,0.05,0.06,0.26,0.04,0.42
Puyo Puyo Tetris,Game: Puyo Puyo Tetris, Platform: PS3,0,0.04,0,0,0.04
The Talos Principle,Game: The Talos Principle, Platform: PS4,0.02,0,0,0,0.02
Ultimate Block Party,Game: Ultimate Block Party, Platform: PSP,0,0,0.03,0,0.03
Puyo Pop Fever,Game: Puyo Pop Fever, Platform: PSP,0,0.04,0,0,0.04
Kotoba no Puzzle: Mojipittan Daijiten,Game: Kotoba no Puzzle: Mojipittan Daijiten, Platform: PSP,0,0.11,0,0,0.11
Lumines: Puzzle Fusion,Game: Lumines: Puzzle Fusion, Platform: PSP,0.35,0,0.52,0.23,1.11
WTF: Work Time Fun,Game: WTF: Work Time Fun, Platform: PSP,0,0,0.04,0,0.04
Me & My Katamari,Game: Me & My Katamari, Platform: PSP,0.02,0.08,0.13,0,0.23
Go! Sudoku (JP sales),Game: Go! Sudoku (JP sales), Platform: PSP,0,0.11,0,0,0.11
PQ: Practical Intelligence Quotient,Game: PQ: Practical Intelligence Quotient, Platform: PSP,0,0,0.07,0.01,0.08
Smart Bomb,Game: Smart Bomb, Platform: PSP,0,0,0.07,0.01,0.08
Exit,Game: Exit, Platform: PSP,0,0,0.07,0.01,0.08
Frantix,Game: Frantix, Platform: PSP,0,0,0.08,0.01,0.08
Go! Sudoku,Game: Go! Sudoku, Platform: PSP,0,0,0.11,0.01,0.12
Archer Maclean's Mercury,Game: Archer Maclean's Mercury, Platform: PSP,0.24,0,0.17,0.14,0.56
Luxor: The Wrath of Set,Game: Luxor: The Wrath of Set, Platform: PSP,0,0,0.02,0,0.02
Blokus Portable: Steambot Championship,Game: Blokus Portable: Steambot Championship, Platform: PSP,0,0,0.03,0,0.03
Bubble Bobble Evolution,Game: Bubble Bobble Evolution, Platform: PSP,0,0,0.03,0,0.03
PQ2: Practical Intelligence Quotient,Game: PQ2: Practical Intelligence Quotient, Platform: PSP,0,0,0.04,0,0.05
Bomberman (jp sales),Game: Bomberman (jp sales), Platform: PSP,0,0.01,0,0,0.01
XI Coliseum,Game: XI Coliseum, Platform: PSP,0,0.01,0,0,0.01
Quiz Mobile Gundam: Toi Senshi DX,Game: Quiz Mobile Gundam: Toi Senshi DX, Platform: PSP,0,0.04,0,0,0.04
GunPey,Game: GunPey, Platform: PSP,0,0,0.05,0.01,0.06
Carol Vorderman's Sudoku,Game: Carol Vorderman's Sudoku, Platform: PSP,0,0,0.05,0.01,0.06
Chameleon,Game: Chameleon, Platform: PSP,0,0,0.07,0.01,0.08
Bust-A-Move Deluxe,Game: Bust-A-Move Deluxe, Platform: PSP,0,0,0.13,0.01,0.14
Bomberman,Game: Bomberman, Platform: PSP,0,0,0.14,0.01,0.15
Puzzle Challenge: Crosswords and More!,Game: Puzzle Challenge: Crosswords and More!, Platform: PSP,0,0,0.18,0.01,0.2
Lumines ll,Game: Lumines ll, Platform: PSP,0.12,0,0.12,0.07,0.3
Lemmings,Game: Lemmings, Platform: PSP,0.52,0,0.12,0.23,0.87
Puzzle Quest: Challenge of the Warlords,Game: Puzzle Quest: Challenge of the Warlords, Platform: PSP,0,0,0.01,0,0.02
Cube,Game: Cube, Platform: PSP,0,0,0.02,0,0.02
Puzzle Guzzle,Game: Puzzle Guzzle, Platform: PSP,0,0,0.02,0,0.02
HotBrain,Game: HotBrain, Platform: PSP,0,0,0.02,0,0.03
Hot Pixel,Game: Hot Pixel, Platform: PSP,0,0,0.03,0,0.03
Napoleon Dynamite: The Game,Game: Napoleon Dynamite: The Game, Platform: PSP,0,0,0.03,0,0.04
Puyo Puyo! 15th Anniversary,Game: Puyo Puyo! 15th Anniversary, Platform: PSP,0,0.02,0,0,0.02
7 Wonders of the Ancient World,Game: 7 Wonders of the Ancient World, Platform: PSP,0,0,0.07,0.01,0.08
Crush,Game: Crush, Platform: PSP,0,0,0.07,0.01,0.08
Diner Dash: Sizzle & Serve,Game: Diner Dash: Sizzle & Serve, Platform: PSP,0,0,0.11,0.01,0.12
Cake Mania: Baker's Challenge,Game: Cake Mania: Baker's Challenge, Platform: PSP,0,0,0.03,0,0.03
Fading Shadows,Game: Fading Shadows, Platform: PSP,0,0,0.03,0,0.04
echochrome,Game: echochrome, Platform: PSP,0.01,0.08,0,0,0.09
Pipe Mania,Game: Pipe Mania, Platform: PSP,0,0,0.06,0.01,0.07
Puyo Puyo 7,Game: Puyo Puyo 7, Platform: PSP,0,0.03,0,0,0.03
Puzzle Chronicles,Game: Puzzle Chronicles, Platform: PSP,0,0,0.07,0.01,0.08
Touch My Katamari,Game: Touch My Katamari, Platform: PSV,0.04,0,0.08,0.02,0.14
Tetris Ultimate,Game: Tetris Ultimate, Platform: PSV,0.01,0,0,0,0.01
Puyo Puyo Tetris,Game: Puyo Puyo Tetris, Platform: PSV,0,0.05,0,0,0.05
Baku Baku,Game: Baku Baku, Platform: SAT,0,0.05,0,0,0.05
Tokimeki Memorial: Taisen Pazurudama,Game: Tokimeki Memorial: Taisen Pazurudama, Platform: SAT,0,0.08,0,0,0.08
Saturn Bomberman,Game: Saturn Bomberman, Platform: SAT,0,0.15,0,0,0.15
Hanagumi Taisen Columns,Game: Hanagumi Taisen Columns, Platform: SAT,0,0.12,0,0,0.12
Puyo Puyo Sun,Game: Puyo Puyo Sun, Platform: SAT,0,0.6,0,0,0.6
Super Bomberman,Game: Super Bomberman, Platform: SNES,0,0.57,0,0,0.57
Mario & Wario,Game: Mario & Wario, Platform: SNES,0,0.49,0,0,0.49
Super Puyo Puyo,Game: Super Puyo Puyo, Platform: SNES,0,1.69,0,0.01,1.7
Super Bomberman 3,Game: Super Bomberman 3, Platform: SNES,0,0.7,0,0,0.7
Super Bomberman 2,Game: Super Bomberman 2, Platform: SNES,0,0.81,0,0,0.81
Block Kuzushi,Game: Block Kuzushi, Platform: SNES,0,0.05,0,0,0.05
Tetris Attack,Game: Tetris Attack, Platform: SNES,0,0.15,0,0,0.15
Super Nazo Puyo: Ruruu no Ruu,Game: Super Nazo Puyo: Ruruu no Ruu, Platform: SNES,0,0.27,0,0,0.27
Mario no Super Picross,Game: Mario no Super Picross, Platform: SNES,0,0.41,0,0,0.41
Super Puyo Puyo 2,Game: Super Puyo Puyo 2, Platform: SNES,0,0.47,0,0,0.47
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,Game: Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki, Platform: SNES,0,0.02,0,0,0.02
Super Bomberman 4,Game: Super Bomberman 4, Platform: SNES,0,0.44,0,0,0.44
Super Bomberman 5,Game: Super Bomberman 5, Platform: SNES,0,0.3,0,0,0.3
Luxor: Pharaoh's Challenge,Game: Luxor: Pharaoh's Challenge, Platform: Wii,0.03,0,0.01,0,0.04
Super Fruit Fall,Game: Super Fruit Fall, Platform: Wii,0,0,0.01,0,0.02
Kororinpa: Marble Mania,Game: Kororinpa: Marble Mania, Platform: Wii,0.02,0.03,0.08,0.01,0.14
Balloon Pop,Game: Balloon Pop, Platform: Wii,0,0,0.04,0,0.05
Myth Makers: Orbs of Doom,Game: Myth Makers: Orbs of Doom, Platform: Wii,0,0,0.05,0,0.05
Octomania,Game: Octomania, Platform: Wii,0,0,0.06,0,0.06
Bust-A-Move Bash!,Game: Bust-A-Move Bash!, Platform: Wii,0.01,0,0.13,0.01,0.16
Puzzle Quest: Challenge of the Warlords,Game: Puzzle Quest: Challenge of the Warlords, Platform: Wii,0,0,0.26,0.02,0.29
Line Rider 2: Unbound,Game: Line Rider 2: Unbound, Platform: Wii,0,0,0.02,0,0.02
Jewel Master: Cradle of Rome,Game: Jewel Master: Cradle of Rome, Platform: Wii,0,0,0.03,0,0.03
Mortimer Beckett and the Secrets of Spooky Manor,Game: Mortimer Beckett and the Secrets of Spooky Manor, Platform: Wii,0,0,0.04,0,0.04
Hamster Heroes,Game: Hamster Heroes, Platform: Wii,0,0,0.16,0,0.16
Puzzler Collection,Game: Puzzler Collection, Platform: Wii,0.01,0,0.05,0,0.06
Bomberman,Game: Bomberman, Platform: Wii,0,0.01,0,0,0.01
Merv Griffin's Crosswords,Game: Merv Griffin's Crosswords, Platform: Wii,0,0,0.11,0.01,0.12
Margot's Word Brain,Game: Margot's Word Brain, Platform: Wii,0,0,0.12,0.01,0.13
Cake Mania: In The Mix!,Game: Cake Mania: In The Mix!, Platform: Wii,0,0,0.14,0.01,0.15
Luxor 3,Game: Luxor 3, Platform: Wii,0,0,0.16,0.01,0.17
WordJong Party,Game: WordJong Party, Platform: Wii,0,0,0.17,0.01,0.18
SafeCracker: The Ultimate Puzzle Adventure,Game: SafeCracker: The Ultimate Puzzle Adventure, Platform: Wii,0.01,0,0.07,0.01,0.08
Rubik's World,Game: Rubik's World, Platform: Wii,0.01,0,0.13,0.01,0.15
Neopets Puzzle Adventure,Game: Neopets Puzzle Adventure, Platform: Wii,0.02,0,0.19,0.02,0.23
Professor Heinz Wolff's Gravity,Game: Professor Heinz Wolff's Gravity, Platform: Wii,0.12,0,0.04,0.02,0.17
TV Show King Party,Game: TV Show King Party, Platform: Wii,0.41,0,0.18,0.08,0.67
Boom Blox,Game: Boom Blox, Platform: Wii,0.38,0,0.72,0.12,1.23
Hasbro Family Game Night,Game: Hasbro Family Game Night, Platform: Wii,0.34,0,0.97,0.13,1.45
th!nk Logic Trainer,Game: th!nk Logic Trainer, Platform: Wii,0,0,0.01,0,0.01
Groovin' Blocks,Game: Groovin' Blocks, Platform: Wii,0,0,0.01,0,0.01
Geon Cube,Game: Geon Cube, Platform: Wii,0,0,0.02,0,0.02
Jelly Belly: Ballistic Beans,Game: Jelly Belly: Ballistic Beans, Platform: Wii,0,0,0.02,0,0.02
Puzzle Challenge: Crosswords and More!,Game: Puzzle Challenge: Crosswords and More!, Platform: Wii,0,0,0.03,0,0.03
Roogoo Twisted Towers,Game: Roogoo Twisted Towers, Platform: Wii,0,0,0.05,0,0.06
Sudoku Ball Detective,Game: Sudoku Ball Detective, Platform: Wii,0.01,0,0.02,0,0.04
Countdown: The Game,Game: Countdown: The Game, Platform: Wii,0.05,0,0,0,0.05
Puyo Puyo 7,Game: Puyo Puyo 7, Platform: Wii,0,0.05,0,0,0.05
Solitaire & Mahjong,Game: Solitaire & Mahjong, Platform: Wii,0,0,0.11,0.01,0.12
Puzzle Kingdoms,Game: Puzzle Kingdoms, Platform: Wii,0,0,0.11,0.01,0.12
Cruise Ship Vacation Games,Game: Cruise Ship Vacation Games, Platform: Wii,0,0,0.13,0.01,0.14
Squeeballs Party,Game: Squeeballs Party, Platform: Wii,0,0,0.18,0.01,0.19
Are You Smarter than a 5th Grader? Game Time,Game: Are You Smarter than a 5th Grader? Game Time, Platform: Wii,0,0,0.25,0.02,0.27
Marble Saga: Kororinpa,Game: Marble Saga: Kororinpa, Platform: Wii,0.06,0,0.1,0.02,0.17
Boom Blox Bash Party,Game: Boom Blox Bash Party, Platform: Wii,0.09,0,0.34,0.04,0.47
Drawn to Life: The Next Chapter,Game: Drawn to Life: The Next Chapter, Platform: Wii,0.39,0,0.29,0.08,0.76
Game Party 3,Game: Game Party 3, Platform: Wii,0.16,0,1.43,0.12,1.71
Titanic Mystery,Game: Titanic Mystery, Platform: Wii,0,0,0.02,0,0.02
Rock Blast,Game: Rock Blast, Platform: Wii,0,0,0.02,0,0.02
Crazy Machines,Game: Crazy Machines, Platform: Wii,0.01,0,0.01,0,0.02
Ivy the Kiwi?,Game: Ivy the Kiwi?, Platform: Wii,0.02,0,0.04,0,0.06
Challenge Me: Brain Puzzles 2,Game: Challenge Me: Brain Puzzles 2, Platform: Wii,0.06,0,0,0.01,0.07
I Spy: Spooky Mansion,Game: I Spy: Spooky Mansion, Platform: Wii,0,0,0.27,0.02,0.29
Tetris Party Deluxe,Game: Tetris Party Deluxe, Platform: Wii,0.17,0.02,0.34,0.05,0.58
Pictionary,Game: Pictionary, Platform: Wii,0.19,0,0.61,0.07,0.87
Santa Claus Is Comin' to Town!,Game: Santa Claus Is Comin' to Town!, Platform: Wii,0,0,0.06,0,0.06
Puzzler Brain Games,Game: Puzzler Brain Games, Platform: Wii,0,0.66,0,0,0.66
Scribblenauts Unmasked: A DC Comics Adventure,Game: Scribblenauts Unmasked: A DC Comics Adventure, Platform: WiiU,0,0,0.1,0.01,0.11
Puyo Puyo Tetris,Game: Puyo Puyo Tetris, Platform: WiiU,0,0.02,0,0,0.02
Captain Toad: Treasure Tracker,Game: Captain Toad: Treasure Tracker, Platform: WiiU,0.36,0.19,0.56,0.09,1.19
Mario vs. Donkey Kong: Tipping Stars,Game: Mario vs. Donkey Kong: Tipping Stars, Platform: WiiU,0,0.01,0,0,0.01
Bejeweled 3,Game: Bejeweled 3, Platform: X360,0,0,0.13,0.01,0.14
Bomberman: Act Zero,Game: Bomberman: Act Zero, Platform: X360,0,0,0.04,0,0.04
PopCap Arcade Vol 1,Game: PopCap Arcade Vol 1, Platform: X360,0,0,0.04,0,0.04
Tetris Evolution,Game: Tetris Evolution, Platform: X360,0.02,0,0.08,0.01,0.11
Beautiful Katamari,Game: Beautiful Katamari, Platform: X360,0.02,0.15,0.14,0.02,0.32
Qubed,Game: Qubed, Platform: X360,0,0,0.07,0.01,0.08
Are You Smarter than a 5th Grader? Game Time,Game: Are You Smarter than a 5th Grader? Game Time, Platform: X360,0,0,0.12,0.01,0.12
Super Bubble Pop,Game: Super Bubble Pop, Platform: XB,0,0,0.01,0,0.01
Egg Mania: Eggstreme Madness,Game: Egg Mania: Eggstreme Madness, Platform: XB,0,0,0.01,0,0.01
Sneakers,Game: Sneakers, Platform: XB,0.02,0,0.07,0,0.1
Mojo!,Game: Mojo!, Platform: XB,0.01,0,0.02,0,0.03
Tetris Worlds (Online Edition),Game: Tetris Worlds (Online Edition), Platform: XB,0.04,0,0.15,0.01,0.2
Guess the Logos,Game: Guess the Logos, Platform: XB,0,0,0.02,0,0.02
Ultra Bust-A-Move,Game: Ultra Bust-A-Move, Platform: XB,0.01,0,0.04,0,0.05
Indy 500,Game: Indy 500, Platform: 2600,0.01,0,0.26,0,0.27
Dragster,Game: Dragster, Platform: 2600,0.02,0,0.3,0,0.32
Grand Prix,Game: Grand Prix, Platform: 2600,0.03,0,0.45,0,0.48
Bump 'n' Jump,Game: Bump 'n' Jump, Platform: 2600,0.02,0,0.37,0,0.39
Pole Position,Game: Pole Position, Platform: 2600,0.07,0,1.1,0.01,1.18
Beamrider,Game: Beamrider, Platform: 2600,0.01,0,0.26,0,0.27
Face Racers: Photo Finish,Game: Face Racers: Photo Finish, Platform: 3DS,0,0,0.08,0,0.08
NASCAR Unleashed,Game: NASCAR Unleashed, Platform: 3DS,0,0,0.18,0.01,0.19
DreamWorks Super Star Kartz,Game: DreamWorks Super Star Kartz, Platform: 3DS,0.03,0,0.08,0.01,0.12
Driver: Renegade,Game: Driver: Renegade, Platform: 3DS,0.04,0,0.05,0.01,0.09
Ben 10 Galactic Racing,Game: Ben 10 Galactic Racing, Platform: 3DS,0.06,0,0.07,0.01,0.13
Cars 2,Game: Cars 2, Platform: 3DS,0,0,0.21,0.02,0.23
F1 2011,Game: F1 2011, Platform: 3DS,0.08,0,0.07,0.02,0.16
Ridge Racer 3D,Game: Ridge Racer 3D, Platform: 3DS,0.15,0.12,0.19,0.03,0.5
Asphalt 3D,Game: Asphalt 3D, Platform: 3DS,0.16,0.02,0.27,0.04,0.49
Sonic & All-Stars Racing Transformed,Game: Sonic & All-Stars Racing Transformed, Platform: 3DS,0.15,0,0.12,0.02,0.29
PenPen TriIceLon,Game: PenPen TriIceLon, Platform: DC,0,0.06,0,0,0.06
Tokyo Xtreme Racer,Game: Tokyo Xtreme Racer, Platform: DC,0,0.17,0,0,0.17
Sega Rally Championship 2,Game: Sega Rally Championship 2, Platform: DC,0,0.41,0,0,0.41
Sega GT,Game: Sega GT, Platform: DC,0,0.13,0,0,0.13
Crazy Taxi 2,Game: Crazy Taxi 2, Platform: DC,0,0.07,0,0,0.07
GRID,Game: GRID, Platform: DS,0.01,0,0.04,0,0.06
Cocoto Kart Racer,Game: Cocoto Kart Racer, Platform: DS,0,0,0.04,0,0.05
Ridge Racer DS,Game: Ridge Racer DS, Platform: DS,0,0,0.14,0.01,0.15
Pokemon Dash,Game: Pokemon Dash, Platform: DS,0.14,0.38,0.21,0.04,0.77
Asphalt: Urban GT,Game: Asphalt: Urban GT, Platform: DS,0.22,0,0.31,0.06,0.6
Monster Trucks DS,Game: Monster Trucks DS, Platform: DS,0,0,0.07,0.01,0.08
Ford Racing 3,Game: Ford Racing 3, Platform: DS,0,0,0.09,0.01,0.1
ATV: Quad Frenzy,Game: ATV: Quad Frenzy, Platform: DS,0,0,0.1,0.01,0.11
Need for Speed Underground 2,Game: Need for Speed Underground 2, Platform: DS,0.02,0,0.11,0.01,0.14
Burnout Legends,Game: Burnout Legends, Platform: DS,0.02,0,0.15,0.01,0.18
Need for Speed: Most Wanted,Game: Need for Speed: Most Wanted, Platform: DS,0.01,0,0.24,0.02,0.27
Asphalt: Urban GT 2,Game: Asphalt: Urban GT 2, Platform: DS,0.04,0,0.09,0.01,0.14
Need for Speed Carbon: Own the City,Game: Need for Speed Carbon: Own the City, Platform: DS,0.02,0,0.17,0.02,0.21
Cars,Game: Cars, Platform: DS,0.05,0,0.85,0.08,0.98
Race Driver: Create & Race,Game: Race Driver: Create & Race, Platform: DS,0,0,0.01,0,0.02
Biker Mice From Mars,Game: Biker Mice From Mars, Platform: DS,0,0,0.03,0,0.03
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,Game: Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem, Platform: DS,0,0,0.03,0,0.04
Indianapolis 500 Legends,Game: Indianapolis 500 Legends, Platform: DS,0,0,0.08,0.01,0.09
